,Ingredient,Trade_Name,Price
13606,VINCRISTINE SULFATE,VINCRISTINE SULFATE PFS,22
13608,VINORELBINE TARTRATE,VINORELBINE TARTRATE,26
13619,VIOMYCIN SULFATE,VIOCIN SULFATE,17
13621,VIDARABINE,VIRA-A,25
13622,IODIXANOL,VISIPAQUE 270,1
13624,IODIXANOL,VISIPAQUE 320,10
13626,HYDROXYZINE HYDROCHLORIDE,VISTARIL,1
13628,CIDOFOVIR,VISTIDE,11
13629,VERTEPORFIN,VISUDYNE,12
13631,PHYTONADIONE,VITAMIN K1,26
13634,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PANTOTHENIC ACID; PHYTONADIONE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; VITAMIN A PALMITATE; VITAMIN E,VITAPED,3
13635,FOMIVIRSEN SODIUM,VITRAVENE PRESERVATIVE FREE,15
13636,TENIPOSIDE,VUMON,5
13637,LEUCOVORIN CALCIUM,WELLCOVORIN,7
13641,MEPHENTERMINE SULFATE,WYAMINE SULFATE,30
13645,LIDOCAINE HYDROCHLORIDE,XYLOCAINE,16
13652,LIDOCAINE HYDROCHLORIDE,XYLOCAINE 4% PRESERVATIVE FREE,29
13653,LIDOCAINE HYDROCHLORIDE,XYLOCAINE DENTAL,17
13654,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,XYLOCAINE DENTAL WITH EPINEPHRINE,4
13656,LIDOCAINE HYDROCHLORIDE,XYLOCAINE PRESERVATIVE FREE,5
13661,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,XYLOCAINE W/ EPINEPHRINE,11
13671,PENTETATE CALCIUM TRISODIUM YB-169,YTTERBIUM YB 169 DTPA,20
13672,RITODRINE HYDROCHLORIDE,YUTOPAR,1
13674,STREPTOZOCIN,ZANOSAR,25
13675,RANITIDINE HYDROCHLORIDE,ZANTAC,2
13676,RANITIDINE HYDROCHLORIDE,ZANTAC IN PLASTIC CONTAINER,29
13678,CEFMETAZOLE SODIUM,ZEFAZONE,12
13680,CEFMETAZOLE SODIUM,ZEFAZONE IN PLASTIC CONTAINER,26
13682,ROCURONIUM BROMIDE,ZEMURON,9
13687,CEFUROXIME SODIUM,ZINACEF,30
13689,CEFUROXIME SODIUM,ZINACEF IN PLASTIC CONTAINER,15
13691,ZINC CHLORIDE,ZINC CHLORIDE IN PLASTIC CONTAINER,7
13692,ZINC SULFATE,ZINC SULFATE,11
13693,DEXRAZOXANE HYDROCHLORIDE,ZINECARD,25
13695,PROMETHAZINE HYDROCHLORIDE,ZIPAN-25,7
13696,PROMETHAZINE HYDROCHLORIDE,ZIPAN-50,16
13698,ONDANSETRON HYDROCHLORIDE,ZOFRAN,23
13699,ONDANSETRON HYDROCHLORIDE,ZOFRAN AND DEXTROSE IN PLASTIC CONTAINER,12
13700,ONDANSETRON HYDROCHLORIDE,ZOFRAN PRESERVATIVE FREE,17
13701,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,ZOSYN,25
13705,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,ZOSYN IN PLASTIC CONTAINER,15
13708,ACYCLOVIR SODIUM,ZOVIRAX,14
13711,TRIAMCINOLONE ACETONIDE,TRIVARIS,10
13712,ARIPIPRAZOLE,ABILIFY,17
13713,ATROPINE; PRALIDOXIME CHLORIDE,ATNAA,24
13714,TESTOSTERONE UNDECANOATE,AVEED,3
13715,ATROPINE; PRALIDOXIME CHLORIDE,DUODOTE,18
13716,EPINEPHRINE,EPI E Z PEN JR,29
13717,EPINEPHRINE,EPIPEN E Z PEN,23
13718,FULVESTRANT,FASLODEX,19
13719,FULVESTRANT,FULVESTRANT,15
13726,ZIPRASIDONE MESYLATE,GEODON,27
13727,ESTRADIOL CYPIONATE; MEDROXYPROGESTERONE ACETATE,LUNELLE,17
13728,OLANZAPINE,OLANZAPINE,4
13730,ABARELIX,PLENAXIS,27
13731,RISPERIDONE,RISPERDAL CONSTA,7
13735,TRIPTORELIN PAMOATE,TRELSTAR,26
13738,ZIPRASIDONE MESYLATE,ZIPRASIDONE MESYLATE,9
13739,OLANZAPINE,ZYPREXA,12
13802,ERTAPENEM SODIUM,ERTAPENEM SODIUM,20
13805,ERTAPENEM SODIUM,INVANZ,24
13814,EPINEPHRINE,ADRENACLICK,19
13816,EPINEPHRINE,EPINEPHRINE (AUTOINJECTOR),23
13818,EPINEPHRINE,EPIPEN,10
13819,EPINEPHRINE,EPIPEN JR.,24
13820,EPINEPHRINE,TWINJECT 0.15,18
13821,EPINEPHRINE,TWINJECT 0.3,29
13822,BACLOFEN,BACLOFEN,23
13831,"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ELLIOTTS B SOLUTION,15
13832,BACLOFEN,GABLOFEN,8
13837,BACLOFEN,LIORESAL,18
13840,INDIUM IN-111 PENTETATE DISODIUM,MPI INDIUM DTPA IN 111,3
13841,IOTROLAN,OSMOVIST 190,1
13842,IOTROLAN,OSMOVIST 240,6
13843,ZICONOTIDE ACETATE,PRIALT,18
13847,ACETYLCYSTEINE,ACETADOTE,10
13848,ACETYLCYSTEINE,ACETYLCYSTEINE,28
13854,FLUORESCEIN SODIUM,AK-FLUOR 10%,5
13855,FLUORESCEIN SODIUM,AK-FLUOR 25%,8
13858,AMMONIA N-13,AMMONIA N 13,21
13886,BIVALIRUDIN,ANGIOMAX,7
13887,ARGATROBAN,ARGATROBAN IN 0.9% SODIUM CHLORIDE,21
13888,ARGATROBAN,ARGATROBAN IN SODIUM CHLORIDE,5
13891,NELARABINE,ARRANON,8
13892,BIVALIRUDIN,BIVALIRUDIN,23
13902,IBANDRONATE SODIUM,BONIVA,6
13983,NICARDIPINE HYDROCHLORIDE,CARDENE IN 0.83% SODIUM CHLORIDE IN PLASTIC CONTAINER,19
13984,NICARDIPINE HYDROCHLORIDE,CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINER,23
13985,NICARDIPINE HYDROCHLORIDE,CARDENE IN 4.8% DEXTROSE IN PLASTIC CONTAINER,5
13986,NICARDIPINE HYDROCHLORIDE,CARDENE IN 5.0% DEXTROSE IN PLASTIC CONTAINER,9
13987,CHOLINE C-11,CHOLINE C-11,29
13992,DECITABINE,DACOGEN,1
13993,DECITABINE,DECITABINE,21
14004,PERFLUTREN,DEFINITY,20
14005,DORIPENEM,DORIBAX,2
14007,OXALIPLATIN,ELOXATIN,27
14012,ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE SODIUM,21
14065,FLUORESCEIN SODIUM,FLUORESCITE,22
14066,SODIUM FLUORIDE F-18,FLUORINE F-18,5
14067,IBANDRONATE SODIUM,IBANDRONATE SODIUM,13
14074,IBUPROFEN LYSINE,IBUPROFEN LYSINE,13
14075,IFOSFAMIDE; MESNA,IFOSFAMIDE/MESNA KIT,28
14077,DIMYRISTOYL LECITHIN; PERFLEXANE,IMAGENT,2
14078,ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K,INFUVITE PEDIATRIC,24
14079,ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL HYDROCHLORIDE; VITAMIN A; VITAMIN K,INFUVITE PEDIATRIC (PHARMACY BULK PACKAGE),12
14080,FERRIC CARBOXYMALTOSE,INJECTAFER,23
14081,IXABEPILONE,IXEMPRA KIT,30
14085,LEVETIRACETAM,KEPPRA,22
14086,LEVETIRACETAM,LEVETIRACETAM,3
14100,LEVETIRACETAM,LEVETIRACETAM IN SODIUM CHLORIDE,27
14109,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; VITAMIN K,M.V.I. ADULT,29
14110,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; VITAMIN K,M.V.I. ADULT (PHARMACY BULK PACKAGE),1
14111,MESNA,MESNA,3
14118,MESNA,MESNEX,26
14119,MICAFUNGIN SODIUM,MICAFUNGIN SODIUM,28
14121,GADOBENATE DIMEGLUMINE,MULTIHANCE,9
14125,GADOBENATE DIMEGLUMINE,MULTIHANCE MULTIPACK,3
14127,MICAFUNGIN SODIUM,MYCAMINE,25
14129,IBUPROFEN LYSINE,NEOPROFEN,14
14130,ESOMEPRAZOLE SODIUM,NEXIUM IV,12
14132,NICARDIPINE HYDROCHLORIDE,NICARDIPINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,12
14134,OXALIPLATIN,OXALIPLATIN,19
14192,PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,19
14213,LANSOPRAZOLE,PREVACID IV,23
14214,ZOLEDRONIC ACID,RECLAST,27
14215,SODIUM FLUORIDE F-18,SODIUM FLUORIDE F 18,21
14216,SODIUM FLUORIDE F-18,SODIUM FLUORIDE F-18,28
14239,DALFOPRISTIN; QUINUPRISTIN,SYNERCID,4
14243,CONIVAPTAN HYDROCHLORIDE,VAPRISOL,13
14244,CONIVAPTAN HYDROCHLORIDE,VAPRISOL IN 5% DEXTROSE IN PLASTIC CONTAINER,20
14245,IRON SUCROSE,VENOFER,22
14251,FLUTEMETAMOL F-18,VIZAMYL,17
14258,ZOLEDRONIC ACID,ZOLEDRONIC,4
14259,ZOLEDRONIC ACID,ZOLEDRONIC ACID,16
14294,ZOLEDRONIC ACID,ZOMETA,21
14297,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,5
14299,ENOXAPARIN SODIUM,LOVENOX,5
14300,BORTEZOMIB,VELCADE,4
14301,PEGAPTANIB SODIUM,MACUGEN,5
14302,TRIAMCINOLONE ACETONIDE,TRIESENCE,4
14304,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,21
14309,PANTOPRAZOLE SODIUM,PROTONIX IV,24
14310,TREPROSTINIL,REMODULIN,2
14314,TREPROSTINIL,TREPROSTINIL,7
14330,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE 5% AND DEXTROSE 7.5%,4
14331,BUPIVACAINE HYDROCHLORIDE,MARCAINE,23
14333,LIDOCAINE HYDROCHLORIDE,XYLOCAINE 1.5% W/ DEXTROSE 7.5%,6
14334,LIDOCAINE HYDROCHLORIDE,XYLOCAINE 5% W/ GLUCOSE 7.5%,7
14335,SUMATRIPTAN SUCCINATE,ALSUMA,8
14336,APOMORPHINE HYDROCHLORIDE,APOKYN,11
14338,FONDAPARINUX SODIUM,ARIXTRA,17
14342,EXENATIDE SYNTHETIC,BYETTA,8
14346,MEDROXYPROGESTERONE ACETATE,DEPO-SUBQ PROVERA 104,3
14347,LEUPROLIDE ACETATE,ELIGARD,22
14351,ENOXAPARIN SODIUM,ENOXAPARIN SODIUM (PRESERVATIVE FREE),2
14386,ICATIBANT ACETATE,FIRAZYR,28
14387,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,26
14413,ENFUVIRTIDE,FUZEON,6
14414,GLATIRAMER ACETATE,GLATIRAMER ACETATE,19
14416,GLATIRAMER ACETATE,GLATOPA,2
14418,ICATIBANT ACETATE,ICATIBANT ACETATE,12
14420,SUMATRIPTAN SUCCINATE,IMITREX,14
14421,SUMATRIPTAN SUCCINATE,IMITREX STATDOSE,7
14423,ENOXAPARIN SODIUM,LOVENOX (PRESERVATIVE FREE),3
14431,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,26
14453,SUMATRIPTAN SUCCINATE,SUMAVEL DOSEPRO,5
14455,PRAMLINTIDE ACETATE,SYMLIN,8
14458,GRANISETRON,SUSTOL,23
14459,PROGESTERONE,PROGESTASERT,8
14460,PILOCARPINE,OCUSERT PILO-20,16
14461,PILOCARPINE,OCUSERT PILO-40,26
14462,DINOPROSTONE,CERVIDIL,30
14463,ESTRADIOL,ESTRING,7
14464,ESTRADIOL ACETATE,FEMRING,19
14466,DEXAMETHASONE,DEXTENZA,2
14467,HYDROXYPROPYL CELLULOSE,LACRISERT,13
14468,PROGESTERONE,ENDOMETRIN,11
14469,ESTRADIOL,IMVEXXY,24
14471,PRASTERONE,INTRAROSA,19
14472,COPPER,CU-7,13
14473,LEVONORGESTREL,KYLEENA,16
14474,LEVONORGESTREL,LILETTA,27
14475,LEVONORGESTREL,MIRENA,5
14476,COPPER,PARAGARD T 380A,14
14477,LEVONORGESTREL,SKYLA,30
14478,COPPER,TATUM-T,3
14479,LIDOCAINE HYDROCHLORIDE,ANESTACON,22
14480,LIDOCAINE HYDROCHLORIDE,GLYDO,1
14486,DESFLURANE,DESFLURANE,9
14487,ENFLURANE,ENFLURANE,2
14489,ENFLURANE,ETHRANE,11
14490,HALOTHANE,FLUOTHANE,26
14491,ISOFLURANE,FORANE,24
14492,HALOTHANE,HALOTHANE,14
14495,ISOFLURANE,ISOFLURANE,20
14500,SEVOFLURANE,SEVOFLURANE,23
14503,SEVOFLURANE,SOJOURN,20
14504,DESFLURANE,SUPRANE,21
14505,SEVOFLURANE,ULTANE,26
14506,STERILE WATER FOR IRRIGATION,STERILE WATER,19
14507,STERILE WATER FOR IRRIGATION,STERILE WATER IN PLASTIC CONTAINER,23
14512,STERILE WATER FOR INJECTION,BACTERIOSTATIC WATER FOR INJECTION IN PLASTIC CONTAINER,22
14515,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,30
14528,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION IN PLASTIC CONTAINER,21
14537,PERFLUBRON,IMAGENT,13
14538,GLYCEROL PHENYLBUTYRATE,RAVICTI,2
14539,MONOCTANOIN,MOCTANIN,1
14545,SELENIUM SULFIDE,EXSEL,25
14546,SELENIUM SULFIDE,SELENIUM SULFIDE,19
14551,SELENIUM SULFIDE,SELSUN,27
14552,HYDROCORTISONE,ACTICORT,8
14554,HYDROCORTISONE,ALA-SCALP,24
14556,TRETINOIN,ALTRENO,28
14561,TAZAROTENE,ARAZLO,20
14562,HYDROCORTISONE,BALNEOL-HC,20
14563,HYDROCORTISONE,BETA-HC,8
14581,HALOBETASOL PROPIONATE,BRYHALI,18
14583,HYDROCORTISONE,CETACORT,13
14593,CLOBETASOL PROPIONATE,CLOBEX,4
14596,FLURANDRENOLIDE,CORDRAN,20
14599,CROTAMITON,CROTAN,8
14611,HYDROCORTISONE ACETATE,DRICORT,30
14612,HALOBETASOL PROPIONATE; TAZAROTENE,DUOBRII,5
14613,ERYTHROMYCIN,E-SOLVE 2,21
14615,HYDROCORTISONE,EPICORT,19
14623,LINDANE,GAMENE,30
14624,HYDROCORTISONE,GLYCORT,24
14626,PYRITHIONE ZINC,HEAD & SHOULDERS CONDITIONER,14
14643,BENTOQUATAM,IVY BLOCK,17
14648,SULFACETAMIDE SODIUM,KLARON,12
14652,LINDANE,LINDANE,19
14657,MALATHION,MALATHION,6
14659,METRONIDAZOLE,METROLOTION,25
14668,PERMETHRIN,NIX,8
14673,MALATHION,OVIDE,27
14675,METHOXSALEN,OXSORALEN,15
14681,LINDANE,SCABENE,28
14682,AVOBENZONE; OCTINOXATE; OXYBENZONE,SHADE UVAGUARD,20
14683,IVERMECTIN,SKLICE,5
14684,HYDROCORTISONE,STIE-CORT,29
14686,SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,21
14701,BENZYL ALCOHOL,ULESFIA,14
14705,CYANOCOBALAMIN; CYANOCOBALAMIN CO-57; CYANOCOBALAMIN CO-58,DICOPAC KIT,19
14706,FLUOCINOLONE ACETONIDE,DERMOTIC,22
14707,FLUOCINOLONE ACETONIDE,FLAC,19
14712,FLUOCINOLONE ACETONIDE,FLUOCINONIDE ACETONIDE,25
14713,ETHIODIZED OIL,LIPIODOL,2
14714,FLUOCINOLONE ACETONIDE,DERMA-SMOOTHE/FS,9
14716,FLUOCINOLONE ACETONIDE,FLUCINOLONE ACETONIDE,30
14733,NITROGLYCERIN,RECTIV,30
14735,HYDROCORTISONE; TETRACYCLINE HYDROCHLORIDE,ACHROMYCIN,13
14737,CHLORTETRACYCLINE HYDROCHLORIDE,AUREOMYCIN,15
14738,ACYCLOVIR,AVACLYR,8
14739,BACITRACIN,BACIGUENT,9
14744,BACITRACIN ZINC; POLYMYXIN B SULFATE,BACITRACIN ZINC AND POLYMYXIN B SULFATE,28
14747,BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN ZINC-NEOMYCIN SULFATE-POLYMYXIN B SULFATE,20
14748,BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN-NEOMYCIN-POLYMYXIN,11
14749,BACITRACIN; HYDROCORTISONE ACETATE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN-NEOMYCIN-POLYMYXIN W/ HYDROCORTISONE ACETATE,22
14750,BACITRACIN ZINC; HYDROCORTISONE ACETATE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN-NEOMYCIN-POLYMYXIN W/ HYDROCORTISONE ACETATE,4
14751,SULFACETAMIDE SODIUM,BLEPH-10,26
14752,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,BLEPHAMIDE S.O.P.,6
14753,SULFACETAMIDE SODIUM,CETAMIDE,7
14754,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,CETAPRED,13
14755,CHLORAMPHENICOL,CHLORAMPHENICOL,10
14756,CHLORAMPHENICOL,CHLOROFAIR,16
14758,CHLORAMPHENICOL; POLYMYXIN B SULFATE,CHLOROMYXIN,1
14759,CHLORAMPHENICOL,CHLOROPTIC S.O.P.,10
14760,CHLORAMPHENICOL; PREDNISOLONE,CHLOROPTIC-P S.O.P.,9
14761,CIPROFLOXACIN HYDROCHLORIDE,CILOXAN,16
14762,BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,CORTISPORIN,30
14764,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,DEXACIDIN,8
14765,DEXAMETHASONE SODIUM PHOSPHATE,DEXAIR,6
14766,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,DEXASPORIN,30
14767,CHLORAMPHENICOL,ECONOCHLOR,8
14773,ISOFLUROPHATE,FLOROPRYL,1
14774,FLUOROMETHOLONE,FML,18
14777,GENTAMICIN SULFATE,GENTACIDIN,2
14782,ERYTHROMYCIN,ILOTYCIN,7
14784,DEXAMETHASONE SODIUM PHOSPHATE,MAXIDEX,22
14785,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,MAXITROL,9
14786,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,METIMYD,14
14787,BACITRACIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,MYCITRACIN,30
14790,NEOMYCIN SULFATE; PREDNISOLONE ACETATE,NEO-DELTA-CORTEF,19
14792,NEOMYCIN SULFATE; PREDNISOLONE SODIUM PHOSPHATE,NEO-HYDELTRASOL,25
14793,METHYLPREDNISOLONE; NEOMYCIN SULFATE,NEO-MEDROL,11
14794,BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEO-POLYCIN,19
14795,DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE,NEODECADRON,22
14796,BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC,22
14799,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,5
14801,BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,"NEOMYCIN AND POLYMYXIN B SULFATES, BACITRACIN ZINC AND HYDROCORTISONE",8
14803,BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOSPORIN,26
14804,BACITRACIN ZINC; POLYMYXIN B SULFATE,OCUMYCIN,26
14805,CHLORAMPHENICOL; HYDROCORTISONE ACETATE; POLYMYXIN B SULFATE,OPHTHOCORT,12
14807,GENTAMICIN SULFATE; PREDNISOLONE ACETATE,PRED-G,21
14808,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,PREDSULFAIR,15
14809,SULFACETAMIDE SODIUM,SODIUM SULAMYD,26
14810,NEOMYCIN SULFATE; POLYMYXIN B SULFATE,STATROL,8
14811,IDOXURIDINE,STOXIL,9
14813,SULFACETAMIDE SODIUM,SULFAIR 10,10
14814,OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE,TERRAMYCIN W/ POLYMYXIN B SULFATE,3
14815,DEXAMETHASONE; TOBRAMYCIN,TOBRADEX,14
14816,TOBRAMYCIN,TOBREX,8
14817,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,VASOCIDIN,7
14819,BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,"ZINC BACITRACIN,NEOMYCIN SULFATE,POLYMYXIN B SULFATE & HYDROCORTISONE",21
14822,OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE,TERRAMYCIN W/ POLYMYXIN,17
14839,ERYTHROMYCIN,AKNE-MYCIN,15
14843,LIDOCAINE,ALPHACAINE,9
14847,RETAPAMULIN,ALTABAX,18
14859,BACITRACIN ZINC; POLYMYXIN B SULFATE,BACITRACIN ZINC-POLYMYXIN B SULFATE,14
14860,MUPIROCIN,BACTROBAN,17
14875,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,23
14877,MUPIROCIN,CENTANY,14
14898,HYDROCORTISONE,CORTRIL,2
14902,PREDNICARBATE,DERMATOP,18
14935,CRISABOROLE,EUCRISA,17
14997,HYDROCORTISONE,HYDROCORTISONE IN ABSORBASE,26
15005,BACITRACIN ZINC; LIDOCAINE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,LANABIOTIC,6
15007,LIDOCAINE,LIDOCAINE,17
15025,HYDROCORTAMATE HYDROCHLORIDE,MAGNACORT,8
15026,METHYLPREDNISOLONE ACETATE,MEDROL ACETATE,14
15035,MUPIROCIN,MUPIROCIN,17
15050,BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN & POLYMYXIN B SULFATES & BACITRACIN ZINC & HYDROCORTISONE,10
15054,NITROFURAZONE,NITROFURAZONE,4
15059,CLIOQUINOL; NYSTATIN,NYSTAFORM,11
15081,NYSTATIN; TRIAMCINOLONE ACETONIDE,NYSTATIN-TRIAMCINOLONE ACETONIDE,19
15084,TACROLIMUS,PROTOPIC,3
15087,DIFLORASONE DIACETATE,PSORCON E,8
15089,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,TACLONEX,26
15133,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE IN ABSORBASE,21
15139,CALCITRIOL,VECTICAL,29
15140,SINECATECHINS,VEREGEN,3
15141,"MICONAZOLE NITRATE; PETROLATUM, WHITE; ZINC OXIDE",VUSION,16
15146,TIOCONAZOLE,TIOCONAZOLE,16
15147,TIOCONAZOLE,VAGISTAT-1,25
15148,CANDICIDIN,VANOBID,27
15149,AMLEXANOX,APHTHASOL,10
15150,SODIUM FLUORIDE; TRICLOSAN,COLGATE TOTAL,9
15152,TRIAMCINOLONE ACETONIDE,KENALOG IN ORABASE,24
15153,TRIAMCINOLONE ACETONIDE,ORALONE,14
15158,BARIUM SULFATE,VARIBAR PUDDING,20
15159,HYDROCORTISONE ACETATE,ORABASE HCA,5
15160,PERFLUOROPOLYMETHYLISOPROPYL ETHER; POLYTETRAFLUOROETHYLENE,SKIN EXPOSURE REDUCTION PASTE AGAINST CHEMICAL WARFARE AGENTS,13
15162,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,LIDOSITE TOPICAL SYSTEM KIT,23
15163,AMLEXANOX,AMLEXANOX,13
15167,LIDOCAINE,LIDODERM,25
15168,CAPSAICIN,QUTENZA,9
15169,MENTHOL; METHYL SALICYLATE,SALONPAS,9
15171,LIDOCAINE; TETRACAINE,SYNERA,14
15172,LIDOCAINE,ZTLIDO,26
15173,DESOXYCORTICOSTERONE ACETATE,PERCORTEN,28
15174,TESTOSTERONE,TESTOPEL,19
15175,LEDIPASVIR; SOFOSBUVIR,HARVONI,9
15177,SOFOSBUVIR,SOVALDI,6
15179,MINOCYCLINE HYDROCHLORIDE,ARESTIN,3
15180,ACLIDINIUM BROMIDE; FORMOTEROL FUMARATE,DUAKLIR PRESSAIR,24
15181,ALBUTEROL SULFATE,PROAIR DIGIHALER,11
15182,ALBUTEROL SULFATE,PROAIR RESPICLICK,21
15183,BUDESONIDE,PULMICORT,14
15185,BUDESONIDE,PULMICORT FLEXHALER,27
15187,ACLIDINIUM BROMIDE,TUDORZA PRESSAIR,30
15188,BACITRACIN,BACI-RX,26
15193,HYDROCORTISONE,HYDRO-RX,20
15199,POLYMYXIN B SULFATE,POLY-RX,28
15201,BACITRACIN ZINC,ZIBA-RX,21
15202,LOXAPINE,ADASUVE,3
15203,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,ADVAIR DISKUS 100/50,6
15204,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,ADVAIR DISKUS 250/50,4
15205,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,ADVAIR DISKUS 500/50,23
15206,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,AIRDUO DIGIHALER,8
15209,FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE,AIRDUO RESPICLICK,4
15212,UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE,ANORO ELLIPTA,11
15213,INDACATEROL MALEATE,ARCAPTA NEOHALER,2
15214,MANNITOL,ARIDOL KIT,9
15215,FLUTICASONE PROPIONATE,ARMONAIR DIGIHALER,11
15218,FLUTICASONE PROPIONATE,ARMONAIR RESPICLICK,24
15221,FLUTICASONE FUROATE,ARNUITY ELLIPTA,21
15224,MOMETASONE FUROATE,ASMANEX TWISTHALER,24
15226,FLUTICASONE FUROATE; VILANTEROL TRIFENATATE,BREO ELLIPTA,27
15231,FLUTICASONE PROPIONATE,FLOVENT DISKUS 100,2
15232,FLUTICASONE PROPIONATE,FLOVENT DISKUS 250,10
15233,FLUTICASONE PROPIONATE,FLOVENT DISKUS 50,20
15234,FORMOTEROL FUMARATE,FORADIL,30
15235,FORMOTEROL FUMARATE,FORADIL CERTIHALER,7
15236,LEVODOPA,INBRIJA,28
15237,UMECLIDINIUM BROMIDE,INCRUSE ELLIPTA,15
15238,ISOPROTERENOL SULFATE,NORISODRINE,10
15240,ZANAMIVIR,RELENZA,17
15241,GLYCOPYRROLATE,SEEBRI,30
15243,TIOTROPIUM BROMIDE,SPIRIVA,28
